MW,LogP,HBD,HBA,TPSA,RotBonds,RingCount,QED,SA,LinkerHA,smiles,mode,file
819.7656739200002,2.7588000000000013,0,8,145.04999999999998,11,6,0.09802441527517591,7.8048775622908275,4,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)SS#C[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_18_Fragments_.xyz
831.7656739200002,2.560090000000002,0,8,145.04999999999998,14,6,0.04747505698062004,7.853943383168317,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]/[C]=[S]/S[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_194_Fragments_.xyz
857.8195205400001,1.3024400000000023,0,8,176.21999999999997,12,7,0.11727662444825249,4.217813532770128,10,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)C(=O)[C]1[C][C][C][C]([C][N]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_196_Fragments_.xyz
855.8164465400001,1.864330000000002,0,8,162.11999999999998,12,7,0.09101933927500805,5.454332747678606,10,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)C(=O)[C][C]1[C][C][C][C]([C][C]1)[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_200_Fragments_.xyz
811.7936029200001,2.2731800000000013,0,7,145.04999999999998,12,6,0.0929994894884677,7.868044942419876,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C#S[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_202_Fragments_.xyz
839.7377449200002,3.4053000000000027,0,10,145.04999999999998,14,6,0.04662686355278791,7.773802018524249,4,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)SS[C]S[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_212_Fragments_.xyz
831.7656739200002,2.919680000000002,0,9,145.04999999999998,15,6,0.07705543734172313,7.858407832232766,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)S[C]S[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_223_Fragments_.xyz
811.7936029200001,2.352770000000002,0,8,145.04999999999998,14,6,0.1080889063216174,7.859872904997839,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]S/[C]=[C]/[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_226_Fragments_.xyz
803.8215319200001,1.9409600000000018,0,7,145.04999999999998,14,6,0.06270439114184502,7.896502266390285,6,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C][C][C]=C=[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_240_Fragments_.xyz
811.7936029200001,2.066990000000002,0,7,145.04999999999998,12,6,0.0704965865403082,7.848360950735884,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)/[C]=[S]/[C]=C=[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_241_Fragments_.xyz
821.8195205400001,0.7930700000000013,0,8,176.21999999999997,15,6,0.07375132018096589,7.853713321681177,7,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C(=O)[N][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_245_Fragments_.xyz
845.8195205400001,-0.11264999999999975,0,9,164.95,13,8,0.0996154741951809,7.803255044320436,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C]N1[C][C][C@@]2([C]1)[C][C]2O[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_258_Fragments_.xyz
831.7656739200002,2.7605000000000017,0,9,145.04999999999998,12,6,0.040359538172327125,7.793111054685989,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C#CSS[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_262_Fragments_.xyz
845.81952054,-0.6370500000000003,0,8,183.64999999999998,15,7,0.11081213623000263,7.84282231269075,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][C]C(=O)[N][C]1[C][C]1[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_269_Fragments_.xyz
833.81952054,-0.7183400000000002,0,8,183.64999999999998,16,6,0.07900730990935842,7.7902906997627746,8,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C]C(=O)[N][C][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_292_Fragments_.xyz
839.82153192,0.5183200000000012,0,7,152.48,14,7,0.13126818973339546,4.0183855503874994,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][C][C]1[C][C][C]([C][C]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_327_Fragments_.xyz
831.7656739200002,2.919680000000002,0,9,145.04999999999998,15,6,0.07705543734172313,7.858407832232766,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)S[C][C]S[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_339_Fragments_.xyz
831.7656739200002,2.919680000000002,0,9,145.04999999999998,15,6,0.07705543734172313,7.858407832232766,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)S[C][C]S[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_350_Fragments_.xyz
833.8195205400001,1.5102600000000022,0,8,176.21999999999997,15,6,0.07551605330579655,7.890615847691769,8,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)C(=O)[N][C][C][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_356_Fragments_.xyz
841.82460592,-0.3299599999999989,0,7,166.57999999999998,17,7,0.05939781687486748,6.964848049736777,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][C][C][C][C][C@]1([C][N]C2=[C][C]=[C]C3=C2[C]N(C3=O)[C]2[C][C]C(=O)[N]C2=O)[N][C]1,geom,2output_35_Fragments_.xyz
833.8195205400001,0.9744600000000012,0,8,183.64999999999998,15,6,0.09463594080749975,7.794523539999461,8,[C]OC1=[C]C2=C([C]=[C]1)N=C([C]2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[N]C(=O)[C][C][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_363_Fragments_.xyz
835.8225945400001,-0.6443300000000002,0,8,197.74999999999997,15,6,0.08396025335159576,7.798852238224313,8,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][N]C(=O)[N][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_366_Fragments_.xyz
829.8246059200001,1.6297400000000024,0,8,148.29,13,7,0.11312508494331822,5.542059919811928,8,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]N1[C][C][C]([C][C]1)[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_383_Fragments_.xyz
847.8225945400001,1.1915600000000015,0,9,179.45999999999998,12,7,0.11596923705364735,7.991551775680591,9,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)C(=O)[N]N1[C][C][C]([C]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_406_Fragments_.xyz
811.7936029200001,2.1935900000000017,0,8,145.04999999999998,12,6,0.0923915970896427,7.807212613937548,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]SC#C[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_409_Fragments_.xyz
843.8164465400001,1.5175400000000019,0,8,162.11999999999998,13,7,0.11207342536879668,3.268804650343271,9,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C(=O)[C]1[C][C][C]([C][C]1)[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_40_Fragments_.xyz
827.8215319200001,2.139150000000002,0,7,145.04999999999998,13,7,0.10115305508508747,5.512685548255607,8,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C1=[C][C]=C([C]=[C]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_422_Fragments_.xyz
803.8215319200001,1.8671500000000019,0,7,145.04999999999998,15,6,0.07773323971660143,7.915795185391814,6,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]/[C]=[C]\[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_426_Fragments_.xyz
831.7656739200002,2.919680000000002,0,9,145.04999999999998,15,6,0.05853423955186487,7.8413068966818305,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]SS[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_429_Fragments_.xyz
803.8215319200001,1.8671500000000019,0,7,145.04999999999998,16,6,0.07326432432954814,7.915795185391814,6,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C][C][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_431_Fragments_.xyz
851.7997509200001,1.4728600000000023,0,8,173.24999999999997,14,7,0.10503664993919201,7.924782312094587,8,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]1[N][N][C](S1)[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_445_Fragments_.xyz
831.7656739200002,2.919680000000002,0,9,145.04999999999998,15,6,0.07705543734172313,7.858407832232766,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)S[C]S[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_458_Fragments_.xyz
845.8195205400001,1.117550000000002,0,8,165.35999999999999,12,7,0.11719980604497153,3.521849012468331,9,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C(=O)N1[C][C][C]([C][C]1)[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_460_Fragments_.xyz
827.8215319200001,2.029730000000002,0,7,145.04999999999998,13,7,0.11471590238177354,5.512685548255607,8,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]1[C][C][C]([C][C]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_463_Fragments_.xyz
839.7377449200002,2.104100000000001,0,8,145.04999999999998,13,6,0.08687692759350199,7.81005697873645,4,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)S[C]/[S]=[S]/[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_465_Fragments_.xyz
835.8225945400001,-0.6443300000000002,0,8,197.74999999999997,15,6,0.08396025335159576,7.798852238224313,8,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][N]C(=O)[N][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_474_Fragments_.xyz
839.7377449200002,3.4053000000000027,0,10,145.04999999999998,14,6,0.06138422859932006,7.76654472409454,4,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)SSS[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_47_Fragments_.xyz
803.8215319200001,1.8671500000000019,0,7,145.04999999999998,16,6,0.07326432432954814,7.915795185391814,6,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C][C][C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_483_Fragments_.xyz
845.81952054,-0.48943000000000025,0,8,183.64999999999998,14,6,0.09082041903876155,7.82653642046022,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C]C(=C=[C][N]C(=O)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O)[C],geom,2output_4_Fragments_.xyz
803.8215319200001,1.707970000000002,0,7,145.04999999999998,13,6,0.06622624313628735,7.8551270244137195,6,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C#C[C][C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_503_Fragments_.xyz
855.8276799200002,1.620860000000002,0,8,178.94,13,7,0.1433248484442582,5.09472617923349,10,[C]OC1=[C]C2=C([C]=[C]1)N=C([C]2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[N][C]C1=[C][C]C(=[C][C]=N1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_512_Fragments_.xyz
843.82767992,-0.6054600000000004,0,7,180.67999999999998,18,6,0.07138698523439839,7.951711427349677,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][N][C][N][C][C][C]([C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O)[C],geom,2output_539_Fragments_.xyz
817.8246059200002,1.3274700000000015,0,7,166.57999999999998,13,6,0.08302520431779904,7.794694146738474,7,[C]OC1=[C]C2=C([C]=[C]1)N=C([C]2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[N][C][C][C]C#C[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_548_Fragments_.xyz
841.8246059200001,-0.04356999999999972,0,7,166.57999999999998,14,7,0.12556552047366484,4.059776164806099,9,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)[C](N=C2[C]=[C]1)[C][N][C]1[C][C][C]([C][C]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_580_Fragments_.xyz
803.8215319200001,1.707970000000002,0,7,145.04999999999998,13,6,0.06622624313628735,7.8551270244137195,6,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]C#C[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_582_Fragments_.xyz
841.8246059200001,1.7110300000000025,0,8,148.05999999999997,15,7,0.07668688985615357,7.19239196584711,9,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]N1[C]([C]1[C]([C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O)[C])[C],geom,2output_586_Fragments_.xyz
811.7936029200001,2.1935900000000017,0,8,145.04999999999998,12,6,0.0923915970896427,7.806147021421955,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)S[C]C#C[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_591_Fragments_.xyz
831.8164465400001,1.4362500000000018,0,8,162.11999999999998,15,7,0.09954476002256675,7.889340403904786,8,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]C(=O)[C]1[C][C]1[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_596_Fragments_.xyz
831.7656739200002,2.919680000000002,0,9,145.04999999999998,15,6,0.05853423955186487,7.8413068966818305,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]SS[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_599_Fragments_.xyz
867.7946655400001,1.9011800000000014,0,10,188.57999999999998,10,7,0.13133985898096037,7.935918974519487,9,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)C(=O)[N]C1=N[C][C]([C]S1)[N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_601_Fragments_.xyz
811.7936029200001,2.352770000000002,0,8,145.04999999999998,15,6,0.07763261654404137,7.859872904997839,5,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C][C]S[C][C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_613_Fragments_.xyz
841.8246059200002,1.7110300000000025,0,8,148.29,13,7,0.11319838288744417,6.124826625235701,9,[C]OC1=[C]C2=C([C]=[C]1)N([C]=C2[C][C][N]C(=O)C(=O)/[C]=[C]/C1=[C]C(=[C][C]=C1Br)Br)[C]N1[C][C][C][C]([C][C]1)[C][N]C1=[C][C]=[C]C2=C1[C]N(C2=O)[C]1[C][C]C(=O)[N]C1=O,geom,2output_615_Fragments_.xyz
833.81952054,-0.6445299999999998,0,8,183.64999999999998,15,6,0.08443763796202662,7.782537741182892,8,[C]OC1=[C]C2=C([C][C][N]C(=O)C(=O)/[C]=[C]/C3=[C]C(=[C][C]=C3Br)Br)/C(=[C]/[C]C(=O)[N][C][C][C][N]C3=[C][C]=[C]C4=C3[C]N(C4=O)[C]3[C][C]C(=O)[N]C3=O)/N=C2[C]=[C]1,geom,2output_616_Fragments_.xyz
